,team,position,height,age,appearance,goals,assists,yellow cards,red cards,goals conceded,minutes played,days_injured,award,current_value
5779,Blackburn Rovers,midfield-CentralMidfield,173.0,23.0,75,0.067822155,0.169555388,0.356066315,0.016955539,0.0,5308,0,0,3000000
5781,Blackburn Rovers,midfield-AttackingMidfield,168.0,27.0,82,0.238365494,0.10215664,0.238365494,0.0,0.0,5286,166,0,2000000
5783,Blackburn Rovers,Attack-RightWinger,170.0,21.0,85,0.217486819,0.19771529,0.19771529,0.0,0.0,4552,0,0,8000000
5785,Blackburn Rovers,Attack-RightWinger,185.0,27.0,82,0.179425837,0.197368421,0.14354067,0.0,0.0,5016,124,0,1500000
5787,Blackburn Rovers,Attack Centre-Forward,185.0,22.0,53,0.534829977,0.178276659,0.148563882,0.0,0.0,3029,0,0,600000
5788,Blackburn Rovers,Attack Centre-Forward,181.2403529,19.0,51,0.714676889,0.172508215,0.123220153,0.024644031,0.0,3652,0,0,150000
5799,Norwich City,midfield-DefensiveMidfield,187.0,28.0,28,0.049614112,0.0,0.496141125,0.0,0.0,1814,504,1,3500000
5800,Norwich City,midfield-DefensiveMidfield,184.0,25.0,33,0.086330935,0.043165468,0.129496403,0.0,0.0,2085,0,2,1500000
5801,Norwich City,midfield-CentralMidfield,177.0,23.0,43,0.20696452,0.11826544,0.08869908,0.0,0.0,3044,123,0,12000000
5802,Norwich City,midfield-CentralMidfield,173.0,23.0,40,0.202794051,0.081117621,0.121676431,0.0,0.0,2219,76,4,5000000
5804,Norwich City,midfield-CentralMidfield,181.2403529,20.0,62,0.022271715,0.13363029,0.244988864,0.0,0.0,4041,0,0,2800000
5805,Norwich City,midfield-AttackingMidfield,183.0,25.0,49,0.233059991,0.194216659,0.194216659,0.0,0.0,2317,91,4,2000000
5806,Norwich City,midfield-AttackingMidfield,173.0,20.0,38,0.435203095,0.304642166,0.130560928,0.0,0.0,2068,0,0,500000
5807,Norwich City,Attack-LeftWinger,179.0,21.0,49,0.324909747,0.162454874,0.108303249,0.0,0.0,1662,113,3,5000000
5808,Norwich City,Attack-LeftWinger,178.0,25.0,19,0.083179298,0.0,0.083179298,0.0,0.0,1082,330,1,1800000
5809,Norwich City,Attack-LeftWinger,172.0,30.0,82,0.115163148,0.153550864,0.19193858,0.0,0.0,4689,552,5,1000000
5810,Norwich City,Attack-RightWinger,175.0,20.0,22,0.434083601,0.289389068,0.0,0.072347267,0.0,1244,0,0,12000000
5811,Norwich City,Attack Centre-Forward,185.0,23.0,72,0.332167832,0.087412587,0.052447552,0.0,0.0,5148,125,1,12000000
5813,Norwich City,Attack Centre-Forward,190.0,22.0,49,0.212866604,0.127719962,0.127719962,0.0,0.0,2114,481,3,2000000
5827,Trabzonspor,midfield-DefensiveMidfield,168.0,29.0,78,0.0,0.018435068,0.202785744,0.0,0.0,4882,151,2,5500000
5828,Trabzonspor,midfield-DefensiveMidfield,177.0,23.0,60,0.05107832,0.05107832,0.20431328,0.0,0.0,3524,10,2,2400000
5829,Trabzonspor,midfield-DefensiveMidfield,183.0,20.0,57,0.163994169,0.032798834,0.295189504,0.0,0.0,2744,42,1,75000
5831,Trabzonspor,midfield-CentralMidfield,183.0,35.0,65,0.128755365,0.128755365,0.107296137,0.0,0.0,4194,260,13,1200000
5832,Trabzonspor,midfield-CentralMidfield,176.0,28.0,34,0.105571848,0.105571848,0.105571848,0.0,0.0,1705,316,3,950000
5833,Trabzonspor,midfield-AttackingMidfield,184.0,26.0,58,0.520231214,0.173410405,0.277456647,0.034682081,0.0,2595,261,3,9000000
5835,Trabzonspor,midfield-AttackingMidfield,168.0,23.0,79,0.182518759,0.146015007,0.054755628,0.0,0.0,4931,230,4,8000000
5836,Trabzonspor,midfield-AttackingMidfield,172.0,27.0,74,0.235787267,0.07073618,0.165051087,0.0,0.0,3817,135,1,4700000
5837,Trabzonspor,midfield-AttackingMidfield,179.0,20.0,54,0.64665127,0.554272517,0.092378753,0.023094688,0.0,3897,69,2,225000
5838,Trabzonspor,Attack-LeftWinger,179.0,28.0,56,0.429594272,0.30071599,0.150357995,0.0,0.0,4190,460,8,11000000
5839,Trabzonspor,Attack-RightWinger,172.0,33.0,55,0.254476909,0.424128181,0.063619227,0.0,0.0,4244,347,6,3000000
5840,Trabzonspor,Attack-RightWinger,175.0,29.0,70,0.234375,0.3046875,0.28125,0.0,0.0,3840,502,6,2000000
5841,Trabzonspor,Attack-RightWinger,185.0,22.0,31,0.372670807,0.310559006,0.062111801,0.0,0.0,1449,30,0,700000
5842,Trabzonspor,Attack Centre-Forward,186.0,26.0,69,0.23804276,0.158695173,0.198368966,0.039673793,0.0,4537,241,0,7000000
5843,Trabzonspor,Attack Centre-Forward,178.0,26.0,78,0.62557924,0.229379055,0.125115848,0.0,0.0,4316,25,3,4200000
5858,Besiktas JK,midfield-DefensiveMidfield,188.0,20.0,32,0.076303518,0.0,0.305214074,0.076303518,0.0,2359,69,0,550000
5859,Besiktas JK,midfield-DefensiveMidfield,187.0,40.0,41,0.183206107,0.13740458,0.229007634,0.0,0.0,1965,311,21,100000
5860,Besiktas JK,midfield-CentralMidfield,183.0,24.0,51,0.140114167,0.233523612,0.256875973,0.0,0.0,3854,96,2,12000000
5861,Besiktas JK,midfield-CentralMidfield,182.0,29.0,57,0.085335019,0.227560051,0.256005057,0.0,0.0,3164,158,3,4700000
5863,Besiktas JK,midfield-CentralMidfield,180.0,30.0,68,0.168276722,0.336553443,0.224368962,0.0,0.0,3209,118,0,1700000
5864,Besiktas JK,midfield-AttackingMidfield,188.0,27.0,46,0.200982582,0.040196516,0.200982582,0.0,0.0,2239,364,0,8000000
5865,Besiktas JK,midfield-AttackingMidfield,177.0,32.0,70,0.346087291,0.311478562,0.259565468,0.0,0.0,5201,106,1,2800000
5866,Besiktas JK,Attack-LeftWinger,172.0,28.0,39,0.445544554,0.04950495,0.148514851,0.0,0.0,1818,424,3,3300000
5867,Besiktas JK,Attack-RightWinger,173.0,29.0,61,0.206527282,0.275369709,0.114737379,0.0,0.0,3922,224,1,10000000
5868,Besiktas JK,Attack-RightWinger,182.0,31.0,54,0.159939071,0.228484387,0.228484387,0.0,0.0,3939,242,5,5000000
5869,Besiktas JK,Attack Centre-Forward,184.0,31.0,52,0.561097257,0.179551122,0.112219451,0.0,0.0,4010,328,9,6000000
5870,Besiktas JK,Attack Centre-Forward,180.0,23.0,67,0.532244438,0.202759786,0.202759786,0.0,0.0,3551,54,3,4000000
5872,Besiktas JK,Attack Centre-Forward,178.0,17.0,65,0.71334214,0.118890357,0.138705416,0.0,0.0,4542,0,1,175000
5887,Basaksehir FK,midfield-DefensiveMidfield,186.0,23.0,50,0.091836735,0.045918367,0.275510204,0.022959184,0.0,3920,249,2,2300000
5889,Basaksehir FK,midfield-DefensiveMidfield,178.0,35.0,66,0.053978409,0.017992803,0.269892043,0.035985606,0.0,5002,266,2,300000
5890,Basaksehir FK,midfield-CentralMidfield,180.0,25.0,89,0.135883241,0.090588827,0.030196276,0.0,0.0,5961,139,2,4400000
5891,Basaksehir FK,midfield-CentralMidfield,180.0,19.0,21,0.290791599,0.0,0.1453958,0.0,0.0,1238,0,0,175000
5892,Basaksehir FK,midfield-RightMidfield,177.0,30.0,83,0.283743842,0.141871921,0.301477833,0.0,0.0,5075,137,0,2700000
5893,Basaksehir FK,midfield-AttackingMidfield,182.0,32.0,83,0.393959291,0.098489823,0.196979645,0.0,0.0,4569,190,4,2000000
5894,Basaksehir FK,Attack-LeftWinger,175.0,31.0,87,0.30297363,0.30297363,0.218814288,0.0,0.0,5347,0,0,2300000
5895,Basaksehir FK,Attack-RightWinger,186.0,28.0,67,0.209668026,0.157251019,0.209668026,0.026208503,0.0,3434,323,8,6000000
5896,Basaksehir FK,Attack-RightWinger,177.0,25.0,76,0.420560748,0.23364486,0.093457944,0.0,0.0,3852,29,0,1500000
5898,Basaksehir FK,Attack Centre-Forward,190.0,24.0,67,0.395650162,0.166589542,0.270708006,0.0,0.0,4322,0,0,2000000
5899,Basaksehir FK,Attack Centre-Forward,186.0,33.0,72,0.339353046,0.125024807,0.250049613,0.0,0.0,5039,518,1,1300000
5900,Basaksehir FK,Attack Centre-Forward,187.0,18.0,57,0.574510236,0.079242791,0.158485582,0.0,0.0,4543,0,2,200000
5901,Basaksehir FK,Attack Centre-Forward,188.0,22.0,44,0.519701087,0.091711957,0.152853261,0.030570652,0.0,2944,31,3,75000
5917,Antalyaspor,midfield-DefensiveMidfield,175.0,31.0,49,0.194758355,0.129838904,0.302957442,0.021639817,0.0,4159,163,5,2100000
5918,Antalyaspor,midfield-DefensiveMidfield,180.0,25.0,37,0.0,0.0,0.04193849,0.0,0.0,2146,347,2,1200000
5919,Antalyaspor,midfield-CentralMidfield,179.0,27.0,47,0.065170167,0.032585083,0.423606083,0.0,0.0,2762,14,7,1300000
5920,Antalyaspor,midfield-CentralMidfield,170.0,33.0,67,0.197512802,0.175566935,0.263350402,0.021945867,0.0,4101,251,1,800000
5921,Antalyaspor,midfield-CentralMidfield,181.2403529,19.0,46,0.333782873,0.030343898,0.24275118,0.0,0.0,2966,0,0,175000
5922,Antalyaspor,midfield-CentralMidfield,182.0,18.0,20,0.321199143,0.0,0.256959315,0.0,0.0,1401,69,0,100000
5924,Antalyaspor,midfield-AttackingMidfield,179.0,22.0,43,0.232158212,0.232158212,0.193465176,0.0,0.0,2326,0,0,325000
5925,Antalyaspor,Attack-LeftWinger,180.0,24.0,60,0.151856018,0.227784027,0.227784027,0.0,0.0,3556,302,0,3500000
5926,Antalyaspor,Attack-LeftWinger,180.0,30.0,33,0.115631692,0.154175589,0.154175589,0.0,0.0,2335,211,4,1800000
5927,Antalyaspor,Attack-LeftWinger,170.0,27.0,65,0.12884753,0.193271296,0.193271296,0.0,0.0,2794,92,0,1000000
5928,Antalyaspor,Attack-RightWinger,176.0,26.0,55,0.167962675,0.083981337,0.083981337,0.0,0.0,3215,108,0,2200000
5929,Antalyaspor,Attack-RightWinger,179.0,29.0,23,0.0,0.0,0.247252747,0.0,0.0,728,326,9,200000
5930,Antalyaspor,Attack-SecondStriker,183.0,32.0,23,0.1,0.0,0.2,0.0,0.0,900,468,1,225000
5943,Adana Demirspor,midfield-DefensiveMidfield,185.0,25.0,12,0.099228225,0.099228225,0.099228225,0.0,0.0,907,0,0,3000000
5944,Adana Demirspor,midfield-DefensiveMidfield,180.0,32.0,67,0.056497175,0.188323917,0.131826742,0.0,0.0,4779,551,6,1200000
5945,Adana Demirspor,midfield-DefensiveMidfield,183.0,38.0,65,0.082241852,0.109655803,0.137069753,0.0,0.0,3283,90,9,175000
5946,Adana Demirspor,midfield-CentralMidfield,180.0,32.0,68,0.212514758,0.159386068,0.212514758,0.0,0.0,5082,137,4,1500000
5947,Adana Demirspor,midfield-CentralMidfield,175.0,27.0,57,0.138079165,0.303774164,0.276158331,0.0,0.0,3259,147,0,1200000
5948,Adana Demirspor,midfield-CentralMidfield,175.0,20.0,22,0.230966638,0.076988879,0.0,0.0,0.0,1169,0,4,175000
5949,Adana Demirspor,midfield-AttackingMidfield,175.0,33.0,54,0.394736842,0.197368421,0.197368421,0.049342105,0.0,3648,193,9,2000000
5950,Adana Demirspor,midfield-AttackingMidfield,180.0,30.0,73,0.376490274,0.188245137,0.131771596,0.0,0.0,4781,510,3,1800000
5952,Adana Demirspor,Attack-LeftWinger,175.0,25.0,57,0.229072398,0.101809955,0.152714932,0.0,0.0,3536,256,4,5500000
5953,Adana Demirspor,Attack-LeftWinger,171.0,30.0,45,0.124942156,0.083294771,0.249884313,0.0,0.0,2161,328,2,475000
5954,Adana Demirspor,Attack-RightWinger,168.0,24.0,65,0.341261634,0.248190279,0.12409514,0.0,0.0,2901,290,3,3800000
5955,Adana Demirspor,Attack-RightWinger,178.0,27.0,59,0.280811232,0.08424337,0.112324493,0.056162246,0.0,3205,68,1,2400000
5956,Adana Demirspor,Attack-RightWinger,178.0,21.0,33,0.54501413,0.145337101,0.181671377,0.0,0.0,2477,104,1,100000
5957,Adana Demirspor,Attack-RightWinger,179.0,19.0,14,0.283911672,0.0,0.0,0.0,0.0,951,0,0,75000
5958,Adana Demirspor,Attack Centre-Forward,175.0,30.0,54,0.346725371,0.346725371,0.297193176,0.0,0.0,1817,276,10,1600000
5959,Adana Demirspor,Attack Centre-Forward,190.0,27.0,45,0.557620818,0.139405204,0.111524164,0.027881041,0.0,3228,32,0,2200000
5960,Adana Demirspor,Attack Centre-Forward,183.0,25.0,35,0.265486726,0.132743363,0.221238938,0.0,0.0,2034,112,0,600000
5976,Alanyaspor,midfield-DefensiveMidfield,187.0,25.0,49,0.092879257,0.030959752,0.495356037,0.0,0.0,2907,21,2,1700000
5978,Alanyaspor,midfield-CentralMidfield,177.0,23.0,66,0.077352815,0.038676407,0.135367426,0.038676407,0.0,4654,20,1,2600000
5979,Alanyaspor,midfield-CentralMidfield,185.0,27.0,63,0.198989261,0.142135186,0.170562224,0.0,0.0,3166,147,1,2400000
5980,Alanyaspor,midfield-CentralMidfield,180.0,26.0,70,0.095602294,0.152963671,0.152963671,0.0,0.0,4707,0,0,1900000
5981,Alanyaspor,midfield-AttackingMidfield,173.0,20.0,16,0.10215664,0.10215664,0.20431328,0.0,0.0,881,194,0,100000
5982,Alanyaspor,Attack-LeftWinger,175.0,29.0,46,0.290166577,0.290166577,0.145083289,0.0,0.0,1861,275,6,2200000
5983,Alanyaspor,Attack-LeftWinger,183.0,22.0,57,0.44755877,0.081374322,0.162748644,0.0,0.0,2212,9,0,2200000
5984,Alanyaspor,Attack-LeftWinger,179.0,32.0,44,0.43373494,0.086746988,0.130120482,0.0,0.0,2075,373,4,700000
5985,Alanyaspor,Attack-RightWinger,180.0,30.0,39,0.086914534,0.173829068,0.130371801,0.0,0.0,2071,289,3,2300000
5986,Alanyaspor,Attack-RightWinger,169.0,33.0,70,0.174081238,0.332336909,0.142430104,0.015825567,0.0,5687,153,0,1000000
5987,Alanyaspor,Attack-RightWinger,177.0,35.0,71,0.122615804,0.31880109,0.196185286,0.0,0.0,3670,62,2,200000
5989,Alanyaspor,Attack Centre-Forward,186.0,27.0,59,0.424750918,0.07079182,0.212375459,0.0,0.0,3814,0,3,1200000
5990,Alanyaspor,Attack Centre-Forward,188.0,21.0,33,0.903284672,0.164233577,0.0,0.0,0.0,1096,59,1,550000
6007,Kasimpasa,midfield-DefensiveMidfield,179.0,27.0,43,0.120805369,0.161073826,0.362416107,0.0,0.0,2235,51,0,1500000
6008,Kasimpasa,midfield-DefensiveMidfield,188.0,30.0,54,0.176956351,0.07078254,0.353912702,0.0,0.0,2543,353,0,850000
6009,Kasimpasa,midfield-DefensiveMidfield,177.0,29.0,59,0.020080321,0.040160643,0.281124498,0.0,0.0,4482,183,0,650000
6010,Kasimpasa,midfield-DefensiveMidfield,180.0,27.0,37,0.298672566,0.099557522,0.431415929,0.066371681,0.0,2712,10,1,300000
6011,Kasimpasa,midfield-AttackingMidfield,178.0,29.0,74,0.083102493,0.182825485,0.216066482,0.0,0.0,5415,35,4,2500000
6012,Kasimpasa,midfield-AttackingMidfield,181.0,31.0,66,0.16039604,0.302970297,0.320792079,0.017821782,0.0,5050,160,0,1500000
6013,Kasimpasa,midfield-AttackingMidfield,179.0,31.0,21,0.190677966,0.0,0.190677966,0.0,0.0,472,120,2,150000
6014,Kasimpasa,Attack-LeftWinger,177.0,24.0,73,0.149130075,0.26097763,0.111847556,0.0,0.0,4828,81,0,3200000
6015,Kasimpasa,Attack-LeftWinger,180.0,26.0,63,0.265486726,0.221238938,0.132743363,0.0,0.0,2034,112,2,800000
6016,Kasimpasa,Attack-LeftWinger,171.0,20.0,40,0.366681756,0.0,0.570393843,0.0,0.0,2209,14,0,425000
6017,Kasimpasa,Attack-RightWinger,175.0,27.0,62,0.222956235,0.173410405,0.19818332,0.0,0.0,3633,101,0,1800000
6018,Kasimpasa,Attack-RightWinger,184.0,31.0,67,0.254182055,0.156419726,0.175972192,0.0,0.0,4603,18,0,1700000
6019,Kasimpasa,Attack-RightWinger,175.0,26.0,54,0.110946746,0.066568047,0.133136095,0.0,0.0,4056,140,0,1400000
6020,Kasimpasa,Attack-RightWinger,176.0,33.0,36,0.0,0.301003344,0.602006689,0.0,0.0,897,367,0,100000
6021,Kasimpasa,Attack Centre-Forward,185.0,31.0,57,0.224759187,0.128433821,0.096325366,0.0,0.0,2803,354,1,2000000
6022,Kasimpasa,Attack Centre-Forward,181.2403529,20.0,27,0.72,0.055384615,0.166153846,0.0,0.0,1625,0,0,250000
6023,Kasimpasa,Attack Centre-Forward,186.0,32.0,36,0.323159785,0.161579892,0.403949731,0.0,0.0,1114,252,2,125000
6037,Konyaspor,midfield-DefensiveMidfield,173.0,19.0,44,0.0,0.063671737,0.159179342,0.0,0.0,2827,0,0,1000000
6038,Konyaspor,midfield-DefensiveMidfield,178.0,25.0,44,0.184931507,0.123287671,0.739726027,0.0,0.0,1460,269,0,700000
6039,Konyaspor,midfield-DefensiveMidfield,182.0,25.0,58,0.086372361,0.115163148,0.345489443,0.0,0.0,3126,280,0,900000
6040,Konyaspor,midfield-CentralMidfield,186.0,30.0,68,0.065391136,0.043594091,0.130782272,0.0,0.0,4129,171,8,3000000
6041,Konyaspor,midfield-CentralMidfield,179.0,29.0,75,0.130956712,0.081847945,0.130956712,0.0,0.0,5498,11,0,2600000
6042,Konyaspor,midfield-CentralMidfield,179.0,29.0,51,0.14075696,0.197059744,0.084454176,0.0,0.0,3197,2,8,850000
6043,Konyaspor,midfield-AttackingMidfield,178.0,26.0,62,0.207672339,0.155754254,0.155754254,0.0,0.0,3467,196,7,3200000
6044,Konyaspor,midfield-AttackingMidfield,172.0,31.0,12,0.441717791,0.331288344,0.110429448,0.0,0.0,815,340,3,2800000
6045,Konyaspor,Attack-LeftWinger,173.0,26.0,50,0.087548638,0.058365759,0.262645914,0.0,0.0,3084,30,1,950000
6046,Konyaspor,Attack-LeftWinger,166.0,19.0,43,0.133679911,0.066839955,0.167099889,0.0,0.0,2693,0,0,325000
6047,Konyaspor,Attack-RightWinger,180.0,27.0,71,0.320021882,0.34463895,0.073851204,0.0,0.0,3656,229,5,2700000
6048,Konyaspor,Attack-RightWinger,176.0,25.0,69,0.124001102,0.148801323,0.049600441,0.0,0.0,3629,87,5,1700000
6049,Konyaspor,Attack Centre-Forward,180.0,31.0,59,0.271713888,0.041802137,0.167208546,0.0,0.0,4306,304,2,1000000
6050,Konyaspor,Attack Centre-Forward,187.0,25.0,68,0.456723992,0.05074711,0.202988441,0.0,0.0,3547,191,9,1200000
6051,Konyaspor,Attack Centre-Forward,190.0,28.0,52,0.411271896,0.137090632,0.616907845,0.0,0.0,1313,270,0,600000
6052,Konyaspor,Attack Centre-Forward,185.0,35.0,66,0.4085844,0.092860091,0.185720182,0.0,0.0,4846,347,1,600000
6069,MKE Ankaragücü,midfield-DefensiveMidfield,180.0,22.0,71,0.033345684,0.016672842,0.200074102,0.0,0.0,5398,12,9,1200000
6070,MKE Ankaragücü,midfield-DefensiveMidfield,186.0,22.0,67,0.107449857,0.064469914,0.32234957,0.0,0.0,4188,31,0,1700000
6071,MKE Ankaragücü,midfield-CentralMidfield,180.0,28.0,75,0.050055617,0.083426029,0.200222469,0.016685206,0.0,5394,132,1,2300000
6072,MKE Ankaragücü,midfield-CentralMidfield,170.0,30.0,67,0.019527012,0.292905186,0.156216099,0.0,0.0,4609,43,2,1000000
6073,MKE Ankaragücü,midfield-AttackingMidfield,173.0,28.0,64,0.203876164,0.15857035,0.090611628,0.022652907,0.0,3973,11,3,1500000
6074,MKE Ankaragücü,Attack-LeftWinger,174.0,26.0,65,0.321859633,0.201162271,0.100581135,0.0,0.0,4474,0,2,2000000
6075,MKE Ankaragücü,Attack-LeftWinger,170.0,23.0,44,0.284039675,0.202885482,0.365193868,0.0,0.0,2218,5,0,900000
6076,MKE Ankaragücü,Attack-LeftWinger,183.0,28.0,44,0.129496403,0.172661871,0.043165468,0.0,0.0,2085,14,1,225000
6077,MKE Ankaragücü,Attack-RightWinger,174.0,28.0,71,0.15977682,0.15977682,0.2282526,0.0,0.0,3943,114,2,2800000
6078,MKE Ankaragücü,Attack-RightWinger,177.0,26.0,63,0.158172232,0.19771529,0.158172232,0.0,0.0,2276,17,1,1500000
6079,MKE Ankaragücü,Attack-RightWinger,176.0,31.0,26,0.313043478,0.0,0.0,0.0,0.0,575,239,4,150000
6082,MKE Ankaragücü,Attack Centre-Forward,184.0,28.0,41,0.191489362,0.063829787,0.255319149,0.0,0.0,1410,222,0,500000
6097,Sivasspor,midfield-DefensiveMidfield,185.0,29.0,56,0.030800821,0.092402464,0.277207392,0.0,0.0,2922,297,1,800000
6098,Sivasspor,midfield-DefensiveMidfield,178.0,22.0,41,0.035828025,0.0,0.250796178,0.0,0.0,2512,38,1,550000
6099,Sivasspor,midfield-DefensiveMidfield,184.0,31.0,56,0.076835515,0.051223677,0.204894707,0.0,0.0,3514,71,2,400000
6100,Sivasspor,midfield-CentralMidfield,183.0,30.0,61,0.087378641,0.109223301,0.218446602,0.0,0.0,4120,138,5,1200000
6101,Sivasspor,midfield-CentralMidfield,177.0,28.0,61,0.020756458,0.041512915,0.228321033,0.0,0.0,4336,432,1,1000000
6102,Sivasspor,midfield-CentralMidfield,186.0,34.0,83,0.086091448,0.034436579,0.137746317,0.01721829,0.0,5227,245,3,375000
6103,Sivasspor,midfield-AttackingMidfield,173.0,22.0,15,0.306382979,0.0,0.076595745,0.0,0.0,1175,195,2,100000
6105,Sivasspor,Attack-LeftWinger,174.0,32.0,68,0.227330134,0.295529174,0.340995201,0.022733013,0.0,3959,10,0,900000
6106,Sivasspor,Attack-RightWinger,171.0,30.0,61,0.136830103,0.068415051,0.068415051,0.0,0.0,2631,70,11,1500000
6107,Sivasspor,Attack-RightWinger,178.0,29.0,81,0.108303249,0.092831356,0.247550284,0.0,0.0,5817,196,5,1800000
6108,Sivasspor,Attack-RightWinger,175.0,29.0,63,0.13318535,0.166481687,0.066592675,0.0,0.0,2703,258,1,1200000
6109,Sivasspor,Attack-RightWinger,181.2403529,22.0,35,0.271084337,0.0,0.180722892,0.0,0.0,1992,65,0,75000
6111,Sivasspor,Attack Centre-Forward,187.0,25.0,79,0.461174616,0.03547497,0.159637367,0.017737485,0.0,5074,0,3,2000000
6112,Sivasspor,Attack Centre-Forward,181.0,27.0,58,0.575951499,0.09093971,0.060626474,0.0,0.0,2969,137,0,1200000
6114,Sivasspor,Attack Centre-Forward,186.0,37.0,82,0.425364317,0.106341079,0.177235132,0.035447026,0.0,5078,385,4,150000
6125,Kayserispor,midfield-DefensiveMidfield,180.0,29.0,46,0.0576,0.0288,0.0864,0.0,0.0,3125,130,0,600000
6126,Kayserispor,midfield-DefensiveMidfield,169.0,23.0,45,0.0,0.0,0.227848101,0.065099458,0.0,2765,6,0,450000
6127,Kayserispor,midfield-DefensiveMidfield,176.0,24.0,43,0.132352941,0.0,0.132352941,0.0,0.0,2720,12,0,500000
6128,Kayserispor,midfield-CentralMidfield,175.0,26.0,60,0.090067551,0.112584438,0.29271954,0.0,0.0,3997,78,0,2000000
6129,Kayserispor,midfield-CentralMidfield,185.0,29.0,25,0.135135135,0.0,0.135135135,0.0,0.0,1332,303,1,550000
6130,Kayserispor,midfield-AttackingMidfield,180.0,28.0,37,0.258090946,0.221220811,0.331831217,0.0,0.0,2441,413,2,2400000
6131,Kayserispor,midfield-AttackingMidfield,182.0,17.0,24,0.0,0.0,0.224159402,0.056039851,0.0,1606,0,0,150000
6132,Kayserispor,Attack-LeftWinger,185.0,30.0,57,0.4045853,0.16183412,0.08091706,0.0,0.0,4449,217,4,2400000
6133,Kayserispor,Attack-LeftWinger,173.0,29.0,67,0.172358762,0.172358762,0.057452921,0.0,0.0,3133,477,6,1800000
6134,Kayserispor,Attack-LeftWinger,180.0,28.0,64,0.155127837,0.180982476,0.155127837,0.0,0.0,3481,161,0,750000
6136,Kayserispor,Attack-RightWinger,176.0,28.0,69,0.314905528,0.188943317,0.251924423,0.0,0.0,4287,76,0,2700000
6137,Kayserispor,Attack-RightWinger,177.0,31.0,66,0.233341976,0.280010371,0.070002593,0.0,0.0,3857,115,1,1100000
6138,Kayserispor,Attack-RightWinger,171.0,27.0,63,0.126094571,0.220665499,0.126094571,0.0,0.0,2855,6,0,850000
6139,Kayserispor,Attack-RightWinger,184.0,19.0,52,0.575319622,0.0,0.15008338,0.0,0.0,3598,0,0,50000
6140,Kayserispor,Attack Centre-Forward,175.0,33.0,60,0.456723992,0.076120665,0.05074711,0.0,0.0,3547,440,13,750000
6141,Kayserispor,Attack Centre-Forward,181.0,36.0,57,0.3270745,0.218049667,0.16353725,0.0,0.0,1651,290,1,75000
6142,Kayserispor,Attack Centre-Forward,181.2403529,19.0,42,0.862196021,0.0,0.132645542,0.0,0.0,2714,0,0,50000
6157,Giresunspor,midfield-DefensiveMidfield,175.0,27.0,27,0.08502598,0.0,0.25507794,0.0,0.0,2117,62,6,1500000
6158,Giresunspor,midfield-DefensiveMidfield,173.0,22.0,32,0.037831021,0.0,0.226986129,0.0,0.0,2379,23,0,900000
6159,Giresunspor,midfield-CentralMidfield,179.0,29.0,46,0.169747265,0.033949453,0.305545077,0.0,0.0,2651,183,5,650000
6160,Giresunspor,midfield-CentralMidfield,173.0,24.0,37,0.075313808,0.150627615,0.376569038,0.0,0.0,1195,0,1,350000
6161,Giresunspor,midfield-AttackingMidfield,178.0,25.0,54,0.081472541,0.081472541,0.135787568,0.0,0.0,3314,73,3,600000
