,team,position,height,age,appearance,goals,assists,yellow cards,red cards,goals conceded,minutes played,days_injured,award,current_value
7223,St. Louis CITY SC,midfield-AttackingMidfield,175.0,22.0,21,0.230769231,0.288461538,0.115384615,0.0,0.0,1560,4,1,1000000
7225,St. Louis CITY SC,Attack-LeftWinger,186.0,19.0,41,0.156976744,0.104651163,0.104651163,0.0,0.0,1720,32,0,1200000
7226,St. Louis CITY SC,Attack-LeftWinger,178.0,26.0,13,0.317273796,0.423031727,0.634547591,0.0,0.0,851,0,0,800000
7227,St. Louis CITY SC,Attack-LeftWinger,178.0,23.0,14,0.155979203,0.0,0.155979203,0.0,0.0,577,0,0,300000
7228,St. Louis CITY SC,Attack-RightWinger,174.0,27.0,23,0.376254181,0.150501672,0.225752508,0.0,0.0,1196,258,0,1500000
7229,St. Louis CITY SC,Attack Centre-Forward,190.0,26.0,40,0.321313816,0.224919672,0.257051053,0.0,0.0,2801,53,3,4000000
7230,St. Louis CITY SC,Attack Centre-Forward,183.0,22.0,54,0.350953206,0.155979203,0.077989601,0.0,0.0,2308,0,2,1200000
7243,CF Montréal,midfield-DefensiveMidfield,184.0,31.0,20,0.0,0.0,0.262237762,0.0,0.0,1716,306,4,3500000
7245,CF Montréal,midfield-DefensiveMidfield,181.0,22.0,40,0.068939104,0.034469552,0.137878208,0.0,0.0,2611,0,0,250000
7247,CF Montréal,midfield-CentralMidfield,173.0,19.0,11,0.0,0.0,0.374220374,0.0,0.0,481,0,0,250000
7249,CF Montréal,midfield-LeftMidfield,175.0,24.0,18,0.117111256,0.175666884,0.117111256,0.0,0.0,1537,307,2,1500000
7251,CF Montréal,midfield-AttackingMidfield,170.0,21.0,14,0.0,0.0,0.267857143,0.0,0.0,672,0,0,350000
7252,CF Montréal,Attack-LeftWinger,183.0,24.0,16,0.090909091,0.0,0.0,0.0,0.0,990,250,5,1500000
7258,CF Montréal,Attack Centre-Forward,181.2403529,20.0,14,0.149253731,0.149253731,0.0,0.0,0.0,603,34,2,400000
7259,CF Montréal,Attack Centre-Forward,188.0,20.0,11,0.227272727,0.0,0.0,0.0,0.0,396,0,0,50000
7275,Real Salt Lake City,midfield-CentralMidfield,172.0,24.0,11,0.305084746,0.0,0.305084746,0.0,0.0,885,0,1,2000000
7276,Real Salt Lake City,midfield-CentralMidfield,173.0,22.0,20,0.0,0.0,0.320056899,0.0,0.0,1406,0,1,1500000
7278,Real Salt Lake City,midfield-CentralMidfield,186.0,34.0,14,0.268656716,0.134328358,0.268656716,0.0,0.0,670,295,0,1200000
7281,Real Salt Lake City,midfield-RightMidfield,177.0,32.0,12,0.0,0.355029586,0.0,0.0,0.0,507,0,2,600000
7283,Real Salt Lake City,Attack-RightWinger,169.0,26.0,14,0.308747856,0.154373928,0.077186964,0.0,0.0,1166,16,3,5000000
7284,Real Salt Lake City,Attack-RightWinger,171.0,20.0,17,0.102974828,0.308924485,0.102974828,0.0,0.0,874,0,0,3500000
7285,Real Salt Lake City,Attack-RightWinger,171.0,27.0,14,0.136778116,0.0,0.0,0.0,0.0,658,68,1,1200000
7287,Real Salt Lake City,Attack Centre-Forward,180.0,27.0,13,0.182186235,0.091093117,0.182186235,0.0,0.0,988,178,0,1200000
7288,Real Salt Lake City,Attack Centre-Forward,183.0,27.0,13,0.3125,0.3125,0.3125,0.0,0.0,576,7,0,500000
7305,Nashville SC,midfield-DefensiveMidfield,183.0,33.0,14,0.0,0.0,0.188284519,0.0,0.0,956,70,0,300000
7306,Nashville SC,midfield-CentralMidfield,183.0,30.0,15,0.0,0.086872587,0.0,0.0,0.0,1036,32,4,2000000
7309,Nashville SC,midfield-CentralMidfield,175.0,36.0,14,0.0,0.101123596,0.303370787,0.0,0.0,890,90,3,150000
7310,Nashville SC,midfield-AttackingMidfield,173.0,28.0,17,0.638750887,0.383250532,0.063875089,0.0,0.0,1409,67,9,12000000
7311,Nashville SC,Attack,175.0,22.0,11,0.504201681,0.25210084,0.12605042,0.0,0.0,714,0,0,25000
7313,Nashville SC,Attack-LeftWinger,181.0,23.0,16,0.337922403,0.225281602,0.112640801,0.0,0.0,799,20,1,2500000
7314,Nashville SC,Attack-LeftWinger,173.0,32.0,17,0.345489443,0.086372361,0.172744722,0.0,0.0,1042,51,1,1000000
7316,Nashville SC,Attack-LeftWinger,178.0,20.0,11,0.0,0.228426396,0.456852792,0.0,0.0,394,0,0,200000
7318,Nashville SC,Attack-RightWinger,180.0,27.0,15,0.090817356,0.0,0.272452069,0.0,0.0,991,17,3,1200000
7319,Nashville SC,Attack Centre-Forward,188.0,33.0,17,0.168539326,0.084269663,0.252808989,0.0,0.0,1068,205,2,500000
7336,San Jose Earthquakes,midfield-DefensiveMidfield,172.0,28.0,48,0.0,0.054265903,0.406994272,0.0,0.0,3317,318,3,3000000
7339,San Jose Earthquakes,midfield-CentralMidfield,177.0,26.0,17,0.06147541,0.0,0.245901639,0.0,0.0,1464,0,2,4000000
7340,San Jose Earthquakes,midfield-CentralMidfield,175.0,29.0,15,0.0,0.139103555,0.139103555,0.069551777,0.0,1294,26,1,4000000
7343,San Jose Earthquakes,midfield-CentralMidfield,180.0,22.0,11,0.0,0.0,0.504201681,0.0,0.0,1071,0,0,25000
7344,San Jose Earthquakes,midfield-AttackingMidfield,170.0,16.0,11,0.0,0.149750416,0.0,0.0,0.0,601,0,0,350000
7345,San Jose Earthquakes,Attack-LeftWinger,183.0,19.0,12,0.0,0.295081967,0.098360656,0.0,0.0,915,0,0,5000000
7346,San Jose Earthquakes,Attack-LeftWinger,185.0,23.0,16,0.15,0.0,0.3,0.0,0.0,600,0,0,2500000
7348,San Jose Earthquakes,Attack-RightWinger,173.0,28.0,17,0.472131148,0.17704918,0.118032787,0.0,0.0,1525,0,3,3500000
7350,San Jose Earthquakes,Attack Centre-Forward,184.0,26.0,17,0.415019763,0.059288538,0.0,0.0,0.0,1518,40,1,4000000
7362,Seattle Sounders FC,midfield-DefensiveMidfield,185.0,21.0,13,0.165441176,0.0,0.330882353,0.0,0.0,544,141,0,1500000
7363,Seattle Sounders FC,midfield-DefensiveMidfield,175.0,20.0,18,0.0,0.0,0.066322771,0.0,0.0,1357,0,0,125000
7364,Seattle Sounders FC,midfield-CentralMidfield,173.0,27.0,18,0.181086519,0.422535211,0.060362173,0.0,0.0,1491,118,5,6000000
7365,Seattle Sounders FC,midfield-CentralMidfield,171.0,32.0,23,0.0,0.104166667,0.260416667,0.0,0.0,1728,387,1,2500000
7366,Seattle Sounders FC,midfield-CentralMidfield,175.0,17.0,14,0.0,0.121130552,0.121130552,0.0,0.0,743,266,1,2000000
7367,Seattle Sounders FC,midfield-CentralMidfield,173.0,31.0,15,0.121786198,0.0,0.121786198,0.0,0.0,739,123,3,600000
7371,Seattle Sounders FC,midfield-AttackingMidfield,180.0,28.0,26,0.079016681,0.039508341,0.197541703,0.0,0.0,2278,30,2,3000000
7372,Seattle Sounders FC,midfield-AttackingMidfield,169.0,34.0,24,0.261754726,0.218128938,0.130877363,0.0,0.0,2063,577,9,1800000
7374,Seattle Sounders FC,Attack-LeftWinger,178.0,23.0,18,0.18442623,0.553278689,0.18442623,0.0,0.0,976,0,1,2500000
7375,Seattle Sounders FC,Attack Centre-Forward,169.0,32.0,16,0.658995816,0.094142259,0.0,0.0,0.0,956,152,7,4000000
7376,Seattle Sounders FC,Attack Centre-Forward,182.0,31.0,20,0.212264151,0.106132075,0.0,0.0,0.0,848,387,5,2000000
7377,Seattle Sounders FC,Attack Centre-Forward,176.0,35.0,21,0.659340659,0.32967033,0.0,0.0,0.0,546,68,10,300000
7392,Atlanta United FC,midfield-DefensiveMidfield,179.0,24.0,12,0.0,0.0,0.27820711,0.0,0.0,647,79,2,5000000
7393,Atlanta United FC,midfield-DefensiveMidfield,175.0,22.0,14,0.0,0.0,0.59772296,0.085388994,0.0,1054,109,0,2000000
7394,Atlanta United FC,midfield-DefensiveMidfield,179.0,26.0,12,0.0,0.0,0.157342657,0.0,0.0,572,19,1,750000
7396,Atlanta United FC,midfield-CentralMidfield,180.0,26.0,15,0.094043887,0.188087774,0.282131661,0.0,0.0,957,67,2,800000
7398,Atlanta United FC,midfield-AttackingMidfield,171.0,22.0,16,0.44397463,0.507399577,0.126849894,0.0,0.0,1419,10,1,20000000
7399,Atlanta United FC,Attack-LeftWinger,178.0,26.0,17,0.0,0.098146129,0.098146129,0.0,0.0,917,26,5,1500000
7400,Atlanta United FC,Attack-RightWinger,175.0,26.0,17,0.198092443,0.132061629,0.132061629,0.0,0.0,1363,59,2,6000000
7401,Atlanta United FC,Attack-RightWinger,188.0,24.0,12,0.346153846,0.0,0.346153846,0.0,0.0,260,141,0,200000
7402,Atlanta United FC,Attack-RightWinger,175.0,20.0,13,1.317073171,0.0,0.87804878,0.0,0.0,205,16,0,150000
7403,Atlanta United FC,Attack Centre-Forward,185.0,28.0,71,0.966010733,0.053667263,0.348837209,0.0,0.0,3354,346,6,5000000
7405,Atlanta United FC,Attack Centre-Forward,190.0,25.0,16,0.153583618,0.0,0.153583618,0.0,0.0,586,0,1,500000
7423,New York City FC,midfield-CentralMidfield,183.0,33.0,17,0.100334448,0.100334448,0.301003344,0.0,0.0,897,180,5,800000
7425,New York City FC,midfield-AttackingMidfield,172.0,23.0,20,0.328467153,0.109489051,0.218978102,0.054744526,0.0,1644,71,3,5000000
7426,New York City FC,midfield-AttackingMidfield,174.0,22.0,42,0.102040816,0.255102041,0.153061224,0.0,0.0,1764,412,2,850000
7428,New York City FC,Attack-LeftWinger,186.0,20.0,22,0.312862109,0.052143685,0.052143685,0.0,0.0,1726,274,2,15000000
7429,New York City FC,Attack-LeftWinger,176.0,23.0,12,0.0,0.0,0.675675676,0.0,0.0,666,18,1,3500000
7430,New York City FC,Attack-LeftWinger,175.0,21.0,13,0.0,0.0,0.377358491,0.0,0.0,477,0,2,1000000
7432,New York City FC,Attack-RightWinger,175.0,21.0,17,0.287310455,0.215482841,0.143655227,0.0,0.0,1253,9,1,5000000
7433,New York City FC,Attack Centre-Forward,178.0,22.0,18,0.092213115,0.092213115,0.092213115,0.0,0.0,976,0,0,50000
7448,Austin FC,midfield-DefensiveMidfield,172.0,26.0,12,0.0,0.0,0.279937792,0.0,0.0,643,56,0,1200000
7449,Austin FC,midfield-CentralMidfield,175.0,22.0,18,0.0,0.056461731,0.225846926,0.0,0.0,1594,0,0,2000000
7450,Austin FC,midfield-CentralMidfield,178.0,32.0,17,0.0,0.065075922,0.195227766,0.0,0.0,1383,199,3,2000000
7451,Austin FC,midfield-CentralMidfield,175.0,18.0,12,0.114213198,0.228426396,0.114213198,0.0,0.0,788,0,0,1000000
7453,Austin FC,midfield-AttackingMidfield,179.0,27.0,14,0.471615721,0.07860262,0.07860262,0.0,0.0,1145,185,13,15000000
7454,Austin FC,Attack-LeftWinger,171.0,28.0,15,0.0,0.125,0.125,0.0,0.0,720,25,0,5000000
7455,Austin FC,Attack-RightWinger,180.0,30.0,19,0.064888248,0.194664744,0.129776496,0.0,0.0,1387,10,6,3500000
7457,Austin FC,Attack-RightWinger,174.0,32.0,19,0.108043217,0.108043217,0.108043217,0.0,0.0,833,300,0,850000
7458,Austin FC,Attack Centre-Forward,188.0,31.0,17,0.28125,0.09375,0.09375,0.0,0.0,960,290,5,2000000
7459,Austin FC,Attack Centre-Forward,184.0,32.0,16,0.123626374,0.0,0.247252747,0.0,0.0,728,12,4,2000000
7460,Austin FC,Attack Centre-Forward,185.0,33.0,14,0.708661417,0.0,0.708661417,0.0,0.0,127,344,3,400000
7461,Austin FC,Attack Centre-Forward,175.0,21.0,24,0.226320201,0.150880134,0.150880134,0.0,0.0,1193,0,1,400000
7462,Austin FC,Attack Centre-Forward,188.0,19.0,13,0.120643432,0.0,0.482573727,0.0,0.0,746,32,0,0
7478,Los Angeles FC,midfield-DefensiveMidfield,182.0,32.0,22,0.0,0.157251019,0.209668026,0.0,0.0,1717,141,3,800000
7480,Los Angeles FC,midfield-CentralMidfield,178.0,24.0,20,0.064516129,0.258064516,0.258064516,0.0,0.0,1395,14,3,12000000
7481,Los Angeles FC,midfield-CentralMidfield,183.0,24.0,54,0.077630822,0.103507763,0.077630822,0.025876941,0.0,3478,166,2,1200000
7482,Los Angeles FC,midfield-AttackingMidfield,175.0,21.0,58,0.196813496,0.224929709,0.084348641,0.028116214,0.0,3201,181,1,1000000
7483,Los Angeles FC,Attack-LeftWinger,184.0,20.0,77,0.105140187,0.126168224,0.08411215,0.0,0.0,4280,0,2,6500000
7484,Los Angeles FC,Attack-LeftWinger,180.0,28.0,60,0.511140236,0.255570118,0.137614679,0.03931848,0.0,4578,0,2,6000000
7486,Los Angeles FC,Attack-RightWinger,177.0,34.0,22,0.438108484,0.375521558,0.062586926,0.0,0.0,1438,275,9,2500000
7504,Toronto FC,midfield-CentralMidfield,185.0,28.0,18,0.113350126,0.0,0.283375315,0.0,0.0,1588,160,2,3000000
7505,Toronto FC,midfield-CentralMidfield,178.0,24.0,18,0.0795053,0.0795053,0.159010601,0.0,0.0,1132,247,2,1500000
7510,Toronto FC,Attack-RightWinger,183.0,29.0,53,0.130699971,0.209119954,0.261399942,0.0,0.0,3443,250,9,8000000
7511,Toronto FC,Attack-RightWinger,180.0,20.0,11,0.309278351,0.0,0.0,0.0,0.0,582,4,1,2000000
7515,Toronto FC,Attack Centre-Forward,183.0,33.0,26,0.342019544,0.09771987,0.195439739,0.0,0.0,1842,294,3,350000
7527,CA Vélez Sarsfield,midfield-DefensiveMidfield,179.0,26.0,15,0.0,0.0,0.744827586,0.0,0.0,725,359,0,2500000
7528,CA Vélez Sarsfield,midfield-DefensiveMidfield,178.0,19.0,11,0.0,0.0,0.0,0.0,0.0,283,0,0,800000
7531,CA Vélez Sarsfield,midfield-CentralMidfield,184.0,26.0,14,0.081669691,0.0,0.326678766,0.0,0.0,1102,0,0,1800000
7532,CA Vélez Sarsfield,midfield-CentralMidfield,177.0,18.0,14,0.0,0.212264151,0.106132075,0.0,0.0,848,0,0,25000
7533,CA Vélez Sarsfield,midfield-AttackingMidfield,172.0,20.0,16,0.0,0.212514758,0.106257379,0.0,0.0,847,0,0,200000
7534,CA Vélez Sarsfield,Attack-LeftWinger,171.0,28.0,16,0.321141838,0.0,0.080285459,0.0,0.0,1121,11,1,5000000
7535,CA Vélez Sarsfield,Attack-RightWinger,166.0,17.0,15,0.220318237,0.0,0.440636475,0.0,0.0,817,0,0,5000000
7536,CA Vélez Sarsfield,Attack-RightWinger,183.0,19.0,15,0.375,0.0,0.1875,0.0,0.0,480,0,0,4800000
7537,CA Vélez Sarsfield,Attack-SecondStriker,186.0,34.0,19,0.218446602,0.072815534,0.218446602,0.0,0.0,1236,0,7,400000
7538,CA Vélez Sarsfield,Attack Centre-Forward,174.0,29.0,11,0.305084746,0.152542373,0.0,0.0,0.0,590,24,5,3800000
7539,CA Vélez Sarsfield,Attack Centre-Forward,182.0,20.0,18,0.176125245,0.088062622,0.264187867,0.0,0.0,1022,8,0,2500000
7540,CA Vélez Sarsfield,Attack Centre-Forward,179.0,18.0,15,0.0,0.290322581,0.0,0.0,0.0,310,0,0,1000000
7562,CA San Lorenzo de Almagro,midfield-AttackingMidfield,170.0,24.0,14,0.489130435,0.244565217,0.244565217,0.0,0.0,368,85,6,1200000
7566,CA San Lorenzo de Almagro,Attack Centre-Forward,184.0,26.0,15,0.204778157,0.102389078,0.102389078,0.0,0.0,879,70,1,5000000
7567,CA San Lorenzo de Almagro,Attack Centre-Forward,188.0,28.0,30,0.109024833,0.054512417,0.054512417,0.0,0.0,1651,49,3,2200000
7581,Club Atlético Lanús,midfield-DefensiveMidfield,180.0,28.0,16,0.199335548,0.0,0.099667774,0.0,0.0,903,214,2,700000
7582,Club Atlético Lanús,midfield-DefensiveMidfield,180.0,28.0,14,0.0,0.0,0.182926829,0.0,0.0,492,38,1,600000
7584,Club Atlético Lanús,midfield-CentralMidfield,178.0,25.0,18,0.055555556,0.0,0.333333333,0.0,0.0,1620,0,0,4500000
7585,Club Atlético Lanús,midfield-CentralMidfield,167.0,24.0,18,0.103448276,0.0,0.103448276,0.0,0.0,870,0,0,2800000
7588,Club Atlético Lanús,midfield-AttackingMidfield,175.0,24.0,16,0.0,0.274669379,0.18311292,0.0,0.0,983,0,0,1000000
7589,Club Atlético Lanús,Attack-LeftWinger,168.0,21.0,15,0.345710627,0.115236876,0.230473752,0.0,0.0,781,0,1,1800000
7590,Club Atlético Lanús,Attack-LeftWinger,169.0,35.0,16,0.0,0.0,0.11826544,0.0,0.0,761,207,5,800000
7592,Club Atlético Lanús,Attack-RightWinger,177.0,22.0,17,0.205792683,0.137195122,0.205792683,0.0,0.0,1312,310,0,4000000
7593,Club Atlético Lanús,Attack Centre-Forward,180.0,30.0,17,0.629811057,0.062981106,0.251924423,0.0,0.0,1429,5,0,1500000
7594,Club Atlético Lanús,Attack Centre-Forward,178.0,26.0,37,0.223325062,0.148883375,0.297766749,0.0,0.0,1209,0,2,1000000
7615,Defensa y Justicia,midfield-AttackingMidfield,183.0,23.0,11,0.0,0.0,0.36,0.0,0.0,500,0,0,50000
7617,Defensa y Justicia,Attack-LeftWinger,184.0,28.0,38,0.0,0.088539105,0.221347762,0.0,0.0,2033,0,1,1500000
7637,Club Estudiantes de La Plata,midfield-DefensiveMidfield,168.0,26.0,48,0.0,0.075906663,0.177115547,0.025302221,0.0,3557,195,0,6500000
7641,Club Estudiantes de La Plata,midfield-CentralMidfield,179.0,37.0,30,0.0,0.099282956,0.148924435,0.0,0.0,1813,212,12,200000
7664,CA Newell's Old Boys,midfield-DefensiveMidfield,179.0,21.0,18,0.056782334,0.056782334,0.397476341,0.0,0.0,1585,6,1,3500000
7665,CA Newell's Old Boys,midfield-DefensiveMidfield,167.0,26.0,18,0.0,0.058746736,0.176240209,0.0,0.0,1532,0,0,1800000
7666,CA Newell's Old Boys,midfield-CentralMidfield,175.0,23.0,15,0.082493126,0.0,0.412465628,0.0,0.0,1091,77,3,750000
7670,CA Newell's Old Boys,midfield-CentralMidfield,178.0,23.0,11,0.0,0.181086519,0.181086519,0.0,0.0,497,25,0,100000
7672,CA Newell's Old Boys,Attack-LeftWinger,174.0,22.0,19,0.199261993,0.132841328,0.132841328,0.0,0.0,1355,0,0,2200000
7673,CA Newell's Old Boys,Attack-LeftWinger,175.0,20.0,14,0.108433735,0.325301205,0.43373494,0.0,0.0,830,29,0,2000000
7677,CA Newell's Old Boys,Attack-SecondStriker,178.0,31.0,18,0.276285495,0.0,0.138142748,0.0,0.0,1303,0,3,700000
7678,CA Newell's Old Boys,Attack Centre-Forward,172.0,24.0,14,0.0,0.0,0.0,0.0,0.0,528,471,1,500000
7691,CA Colon,midfield-DefensiveMidfield,186.0,25.0,16,0.0,0.0,0.486486486,0.0,0.0,925,0,1,425000
7693,CA Colon,midfield-CentralMidfield,187.0,30.0,16,0.065597668,0.131195335,0.262390671,0.0,0.0,1372,102,3,1000000
7696,CA Colon,midfield-AttackingMidfield,172.0,25.0,14,0.0,0.108433735,0.21686747,0.0,0.0,830,0,0,800000
7699,CA Colon,Attack-RightWinger,189.0,22.0,19,0.112289457,0.0,0.224578915,0.0,0.0,1603,0,2,1700000
7700,CA Colon,Attack-RightWinger,175.0,27.0,17,0.075440067,0.075440067,0.0,0.0,0.0,1193,12,0,1000000
7701,CA Colon,Attack Centre-Forward,177.0,33.0,18,0.466724287,0.233362143,0.233362143,0.0,0.0,1157,224,6,1600000
7717,CA Rosario Central,midfield-DefensiveMidfield,170.0,22.0,18,0.0,0.060281313,0.42196919,0.0,0.0,1493,0,0,1700000
7718,CA Rosario Central,midfield-DefensiveMidfield,176.0,27.0,13,0.10989011,0.10989011,0.549450549,0.0,0.0,819,35,0,450000
7720,CA Rosario Central,midfield-CentralMidfield,178.0,20.0,12,0.151006711,0.0,0.151006711,0.0,0.0,596,0,0,3000000
7723,CA Rosario Central,midfield-AttackingMidfield,172.0,22.0,14,0.425531915,0.425531915,0.106382979,0.0,0.0,846,0,0,275000
7726,CA Rosario Central,Attack-LeftWinger,170.0,35.0,19,0.229591837,0.401785714,0.114795918,0.0,0.0,1568,0,0,600000
7728,CA Rosario Central,Attack-RightWinger,173.0,29.0,28,0.0,0.061686086,0.246744345,0.0,0.0,1459,184,4,800000
7729,CA Rosario Central,Attack Centre-Forward,186.0,19.0,16,0.518945634,0.074135091,0.074135091,0.0,0.0,1214,0,0,4000000
7731,CA Rosario Central,Attack Centre-Forward,171.0,28.0,11,0.161290323,0.161290323,0.161290323,0.0,0.0,558,260,0,750000
7736,CA Banfield,Defender,174.0,21.0,12,0.110294118,0.0,0.110294118,0.0,0.0,816,0,0,100000
7747,CA Banfield,midfield-DefensiveMidfield,169.0,27.0,18,0.0,0.0,0.218800648,0.0,0.0,1234,10,2,2000000
7748,CA Banfield,midfield-DefensiveMidfield,185.0,30.0,17,0.0,0.0,0.128939828,0.0,0.0,1396,210,0,1000000
7752,CA Banfield,midfield-AttackingMidfield,177.0,33.0,19,0.066371681,0.199115044,0.331858407,0.0,0.0,1356,74,0,1300000
7753,CA Banfield,midfield-AttackingMidfield,175.0,21.0,16,0.0,0.131004367,0.0,0.0,0.0,687,0,0,75000
7757,CA Banfield,Attack-RightWinger,180.0,21.0,19,0.1875,0.0,0.1875,0.0,0.0,1440,0,0,750000
7758,CA Banfield,Attack Centre-Forward,184.0,26.0,54,0.341805434,0.078878177,0.236634531,0.0,0.0,3423,12,0,1700000
7759,CA Banfield,Attack Centre-Forward,187.0,29.0,17,0.106508876,0.0,0.106508876,0.106508876,0.0,845,154,1,1300000
7760,CA Banfield,Attack Centre-Forward,176.0,27.0,32,0.067365269,0.0,0.202095808,0.0,0.0,1336,30,1,600000
7762,CA Banfield,Attack Centre-Forward,184.0,32.0,29,0.070202808,0.0,0.351014041,0.0,0.0,1282,29,1,500000
7778,Club de Gimnasia y Esgrima La Plata,midfield-CentralMidfield,174.0,23.0,13,0.0,0.0,0.625,0.0,0.0,288,240,0,350000
7779,Club de Gimnasia y Esgrima La Plata,midfield-CentralMidfield,178.0,24.0,18,0.0,0.0,0.100783875,0.0,0.0,893,109,0,75000
7782,Club de Gimnasia y Esgrima La Plata,midfield-AttackingMidfield,175.0,22.0,12,0.189473684,0.0,0.0,0.0,0.0,475,254,0,250000
7784,Club de Gimnasia y Esgrima La Plata,Attack-LeftWinger,180.0,20.0,12,0.0,0.0,0.0,0.0,0.0,494,0,0,800000
7789,Club de Gimnasia y Esgrima La Plata,Attack Centre-Forward,180.0,28.0,21,0.091463415,0.0,0.182926829,0.0,0.0,984,61,3,600000
7804,Club Atlético Tucumán,midfield-CentralMidfield,181.0,24.0,18,0.056039851,0.168119552,0.168119552,0.0,0.0,1606,0,1,3500000
7805,Club Atlético Tucumán,midfield-CentralMidfield,177.0,24.0,15,0.112781955,0.112781955,0.22556391,0.0,0.0,798,0,0,500000
7806,Club Atlético Tucumán,midfield-CentralMidfield,168.0,34.0,17,0.0,0.147299509,0.368248773,0.073649755,0.0,1222,0,0,500000
7807,Club Atlético Tucumán,midfield-CentralMidfield,180.0,22.0,13,0.090634441,0.0,0.271903323,0.0,0.0,993,0,0,200000
7809,Club Atlético Tucumán,midfield-AttackingMidfield,172.0,24.0,19,0.259179266,0.129589633,0.064794816,0.0,0.0,1389,0,0,1800000
7810,Club Atlético Tucumán,midfield-AttackingMidfield,175.0,28.0,30,0.0,0.0,0.502392344,0.0,0.0,1254,0,0,450000
7813,Club Atlético Tucumán,Attack Centre-Forward,185.0,23.0,15,0.1125,0.1125,0.225,0.0,0.0,800,0,0,2500000
7814,Club Atlético Tucumán,Attack Centre-Forward,176.0,19.0,11,0.0,0.0,0.0,0.354330709,0.0,254,0,0,1800000
7815,Club Atlético Tucumán,Attack Centre-Forward,180.0,28.0,17,0.246350365,0.246350365,0.328467153,0.0,0.0,1096,13,2,250000
7816,Club Atlético Tucumán,Attack Centre-Forward,185.0,35.0,14,0.257879656,0.515759312,0.257879656,0.0,0.0,349,0,0,200000
7817,Club Atlético Tucumán,Attack Centre-Forward,170.0,25.0,13,0.0,0.0,0.436893204,0.0,0.0,206,0,0,75000
7826,CD Godoy Cruz Antonio Tomba,midfield,175.0,22.0,16,0.0,0.0,0.093457944,0.0,0.0,963,0,0,50000
7827,CD Godoy Cruz Antonio Tomba,midfield-DefensiveMidfield,178.0,25.0,18,0.063965885,0.063965885,0.319829424,0.0,0.0,1407,35,1,400000
7829,CD Godoy Cruz Antonio Tomba,midfield-DefensiveMidfield,166.0,25.0,12,0.0,0.0,0.368852459,0.0,0.0,244,0,0,300000
7830,CD Godoy Cruz Antonio Tomba,midfield-DefensiveMidfield,173.0,21.0,16,0.0,0.086042065,0.34416826,0.0,0.0,1046,0,0,100000
7831,CD Godoy Cruz Antonio Tomba,midfield-CentralMidfield,184.0,23.0,19,0.171755725,0.057251908,0.057251908,0.0,0.0,1572,0,0,2500000
7833,CD Godoy Cruz Antonio Tomba,Attack-LeftWinger,175.0,24.0,12,0.0,0.217391304,0.217391304,0.0,0.0,414,0,0,275000
7834,CD Godoy Cruz Antonio Tomba,Attack-RightWinger,168.0,22.0,14,0.09118541,0.273556231,0.364741641,0.0,0.0,987,273,0,350000
7836,CD Godoy Cruz Antonio Tomba,Attack-SecondStriker,176.0,25.0,16,0.298342541,0.099447514,0.198895028,0.0,0.0,905,0,1,500000
7837,CD Godoy Cruz Antonio Tomba,Attack Centre-Forward,187.0,23.0,19,0.206738132,0.068912711,0.275650842,0.0,0.0,1306,0,0,3500000
7838,CD Godoy Cruz Antonio Tomba,Attack Centre-Forward,185.0,24.0,18,0.278853602,0.0697134,0.139426801,0.0,0.0,1291,0,0,1500000
7839,CD Godoy Cruz Antonio Tomba,Attack Centre-Forward,185.0,22.0,12,0.476190476,0.0,0.0,0.476190476,0.0,189,29,0,400000
7851,Club Atlético Unión,midfield-DefensiveMidfield,176.0,30.0,15,0.083955224,0.0,0.587686567,0.083955224,0.0,1072,69,2,900000
7852,Club Atlético Unión,midfield-CentralMidfield,175.0,23.0,14,0.0,0.167286245,0.167286245,0.0,0.0,538,244,0,700000
7853,Club Atlético Unión,midfield-CentralMidfield,178.0,36.0,15,0.090361446,0.0,0.271084337,0.0,0.0,996,463,8,375000
7854,Club Atlético Unión,midfield-CentralMidfield,176.0,22.0,16,0.108043217,0.108043217,0.324129652,0.0,0.0,833,0,1,225000
7857,Club Atlético Unión,Attack-LeftWinger,177.0,21.0,15,0.093360996,0.0,0.0,0.0,0.0,964,0,0,700000
7858,Club Atlético Unión,Attack-RightWinger,170.0,23.0,17,0.125698324,0.0,0.125698324,0.062849162,0.0,1432,0,0,2000000
7859,Club Atlético Unión,Attack-RightWinger,173.0,24.0,17,0.155440415,0.155440415,0.155440415,0.077720207,0.0,1158,274,0,725000
7860,Club Atlético Unión,Attack-RightWinger,180.0,21.0,13,0.0,0.144230769,0.0,0.0,0.0,624,0,0,600000
7862,Club Atlético Unión,Attack-RightWinger,174.0,17.0,13,0.174081238,0.174081238,0.174081238,0.0,0.0,517,0,0,25000
7863,Club Atlético Unión,Attack Centre-Forward,182.0,24.0,11,0.0,0.204545455,0.204545455,0.0,0.0,440,73,3,1000000
7864,Club Atlético Unión,Attack Centre-Forward,186.0,25.0,15,0.0,0.0,0.0,0.0,0.0,502,18,0,500000
7880,Club Atlético Platense,midfield-DefensiveMidfield,183.0,29.0,40,0.0,0.0,0.403286034,0.0,0.0,2678,8,3,450000
7881,Club Atlético Platense,midfield-CentralMidfield,173.0,25.0,21,0.0,0.0,0.327510917,0.0,0.0,1374,0,0,500000
7882,Club Atlético Platense,midfield-CentralMidfield,181.0,22.0,17,0.0,0.0,0.433212996,0.0,0.0,831,0,0,275000
